model,file_id,error_category,detailed_type,section,reasoning
gpt-4.1,day1_consultation08.txt,HALLUCINATION,PARTIALLY_SUPPORTED,fu,"Again reflects follow up if no improvement in 1 week vs gold fu-001 which implies review in 1 week regardless. Time interval matches; the condition is an added nuance, so partially supported."
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold specifies a 3‑day history of dysuria AND suprapubic pain. Generated facts only state 3‑day dysuria (hpi-001) and suprapubic pain without explicit duration (hpi-002). The 3‑day duration is not clearly applied to suprapubic pain, so the combined fact is not fully captured."
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold: brief episode of hematuria now resolved. Gen hpi-003: one episode of hematuria today (no mention that it is now resolved). Temporal detail and resolution status differ, so the gold fact is not fully captured."
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold: abdominal pain is cramping and non‑radiating. Gen hpi-002 mentions suprapubic crampy lower abdominal pain but does not state that it does not radiate, so the ‘nil radiating’ portion is omitted."
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold: sexually active with regular partner for 2 months. Gen hpi-012: sexually active with regular partner and uses condoms; duration (2 months) is not stated, so the time component is omitted."
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,hpi,Gold: no previous STD screen. No generated fact addresses STD screening history.
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,med,Gold: no regular medications. Gen med-001: occasional OTC bicarbonate (ineffective). This does not state that there are no regular meds; the gold statement is not captured.
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,famhx,"Gold: no relevant family history. Gen fh-001: denies GU/GI issues in family, which is more specific and does not state that there is no relevant family history overall. The broader gold statement is not fully captured."
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,sh,Gold: patient is 19 years old. No generated fact specifies age.
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,plan,"Gold: advised to avoid having sex. Gen plan-004: abstain from intercourse until symptoms resolve and continue condoms. The abstinence portion matches, but the gold does not specify ‘until symptoms resolve’ or ‘continue condoms.’ Because the core directive to avoid sex is present, this is effectively captured; however, the gold statement is slightly less specific in duration. Overall, the instruction to avoid sex is present, so this is better classified as COVERED."
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,plan,Gold: pregnancy test to exclude pregnancy. No generated plan mentions a pregnancy test.
gpt-4.1,day1_consultation09.txt,OMISSION,OMITTED,fu,Gold: review in 3 days if not better. No generated fact includes a 3‑day time‑specific follow‑up for lack of improvement.
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,cc,Chief complaint with intermittent stinging pain is not present in gold facts (which start at HPI); it does not contradict them.
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,hpi,"States 3 days of dysuria with intermittent stinging pain. Gold hpi-001 has 3 days of dysuria but no ‘intermittent stinging’ descriptor. Duration of dysuria aligns, but the pain quality is added detail not in gold."
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,hpi,"Suprapubic crampy lower abdominal pain onset with urinary symptoms. Gold mentions suprapubic pain and cramping abdominal pain, but does not state onset with urinary symptoms or explicitly link location and cramping. The onset linkage is additional."
gpt-4.1,day1_consultation09.txt,HALLUCINATION,CONTRADICTION,hpi,"Gen: one episode of hematuria today. Gold hpi-003: brief episode of hematuria now resolved, with no specific ‘today’ timing. Saying it occurred ‘today’ and not stating resolution conflicts with ‘now resolved’ and different temporal framing."
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,hpi,"Denies flank pain. Gold denies fever, bowel symptoms, nausea, vomiting, but does not mention flank pain. This is new negative ROS information."
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,hpi,"Gold hpi-007: sexually active with regular partner for 2 months; no mention of condom use. Gen adds condom use, and omits duration. Condom use is additional information."
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,hpi,Denies possibility of pregnancy is not stated in gold facts (gold only gives LMP and plans a pregnancy test). This is added nuance.
gpt-4.1,day1_consultation09.txt,HALLUCINATION,CONTRADICTION,med,"Gen: occasional OTC bicarbonate. Gold med-001: no regular medications. Occasional OTC use is not inherently a contradiction to ‘nil regular’; however, the gold explicitly lists drug history as ‘Nil regular’ without mentioning any occasional meds. Given typical documentation, this represents additional medication history not in gold and is better treated as ADDITION rather than direct contradiction."
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,fh,Gen: denies GU/GI issues in family. Gold famhx-001: no relevant family history. The specific denial of GU/GI issues is more detailed and not explicitly present in gold; it does not conflict but adds specificity.
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,pe,Gold contains no physical exam section. Statement that no exam/diagnostic findings were documented is new and not inferable from gold.
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,asm,"Clindamycin allergy being listed in the assessment is a documentation choice; gold only records the allergy in the allergy section. This is organizational, not a new clinical fact, so it is additional but consistent."
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,plan,Gold plan-003: avoid having sex (no duration or condom comment). Gen extends this to ‘until symptoms resolve’ and ‘continue using condoms.’ Both duration and condom advice are additional details.
gpt-4.1,day1_consultation09.txt,HALLUCINATION,ADDITION,plan,"Counseling regarding UTI red flags and follow‑up is not explicitly documented in gold, though consistent with gold follow‑up instructions. It is an added element."
gpt-4.1,day1_consultation10.txt,OMISSION,OMITTED,hpi,"Generated facts mention dysuria, frequency, and suprapubic ache (cc-001) but incorrectly state duration as '<1 week' instead of '1 week'. No generated fact correctly captures the 1-week history."
gpt-4.1,day1_consultation10.txt,OMISSION,OMITTED,hpi,"Gold specifies pink urine today with no frank hematuria. Generated hpi-001 notes pink urine and 'possible mixed blood' but does not state absence of frank hematuria, so the key qualifier is missing."
gpt-4.1,day1_consultation10.txt,OMISSION,OMITTED,hpi,"Gold states suprapubic pain on passing urine, aching, non-radiating. Generated hpi-002 only states 'no radiation of pain' but does not specify suprapubic location, relation to passing urine, or aching quality."
gpt-4.1,day1_consultation10.txt,OMISSION,OMITTED,hpi,"Gold states no new bowel symptoms. Generated hpi-004 says IBS symptoms at baseline with no new change, which is similar but tied specifically to IBS; it does not explicitly cover 'no new bowel symptoms' as in the gold."
gpt-4.1,day1_consultation10.txt,OMISSION,OMITTED,med,"Gold: COCP, mebeverine, and weed use. Generated lists COCP (med-001, med-002) and mebeverine (med-003), but does not represent 'weed' as a medication/substance here; cannabis appears only as social history. Thus full content not captured in Medications section."
gpt-4.1,day1_consultation10.txt,OMISSION,OMITTED,famhx,Gold: no relevant family history (broad). Generated fh-001: no renal/bladder disease. This is narrower and does not cover 'no relevant family history' generally.
gpt-4.1,day1_consultation10.txt,OMISSION,OMITTED,fu,Gold: review in 1 week if not better. Generated only gives safety-net return criteria but no explicit scheduled 1-week review.
gpt-4.1,day1_consultation10.txt,HALLUCINATION,CONTRADICTION,cc,"States symptoms for '<1 week', while gold hpi-001 specifies a 1-week history. Symptom set matches but duration conflicts."
gpt-4.1,day1_consultation10.txt,HALLUCINATION,ADDITION,hpi,"Gold hpi-002 notes pink urine with no frank hematuria. Generated adds 'possible mixed blood' which is not explicitly in gold, but does not contradict 'pink urine'."
gpt-4.1,day1_consultation10.txt,HALLUCINATION,ADDITION,hpi,"Gold denies radiation of suprapubic pain (hpi-003) but does not mention flank or back pain. Generated hpi-002 adds 'no flank pain, back pain'—extra negatives not present in gold, not contradictory."
gpt-4.1,day1_consultation10.txt,HALLUCINATION,ADDITION,hpi,Gold only states 'nil new bowel symptoms' (hpi-005) and past IBS (pmh-001). Generated ties this specifically to IBS baseline status. Directionally consistent but adds detail about IBS being at baseline.
gpt-4.1,day1_consultation10.txt,HALLUCINATION,ADDITION,fh,"Gold famhx-001: no relevant family history (broad). Generated fh-001: specifically no renal/bladder disease. This is more specific and not fully supported by the broader statement, but does not conflict."
gpt-4.1,day1_consultation10.txt,HALLUCINATION,ADDITION,sh,"Gold sh-003 notes living in student halls. Generated adds being a uni student, subject (English), flatmate, and family nearby. Extra social details not in gold."
gpt-4.1,day1_consultation10.txt,HALLUCINATION,ADDITION,sh,"Gold med-001 notes 'weed' use but not timing or that it was first time. Generated specifies cannabis trial 1.5 weeks ago and first time, which is additional detail."
gpt-4.1,day1_consultation10.txt,HALLUCINATION,ADDITION,asm,"Gold only lists IBS as PMH but does not explicitly assess stability. Generated states IBS baseline and stable, which adds assessment detail."
gpt-4.1,day1_consultation10.txt,HALLUCINATION,ADDITION,pe,"Gold facts contain no information on exams, vitals, or labs performed. Generated pe-001 introduces new information that none were performed; this is not supported but also not contradicted."
gpt-4.1,day1_consultation12.txt,OMISSION,OMITTED,hpi,Gold states vomiting started 3 days ago. Generated notes only mention that the illness started with vomiting and that vomiting has now resolved; they do not specify that vomiting began 3 days ago.
gpt-4.1,day1_consultation12.txt,OMISSION,OMITTED,hpi,"Gold: stools are watery and loose. Generated mentions watery diarrhea (hpi-001) but does not explicitly state loose stools, so stool consistency as both watery and loose is not fully captured."
gpt-4.1,day1_consultation12.txt,OMISSION,OMITTED,hpi,Gold: no fever but feels warm and weak. Generated only notes no fever on exam (pe-001) and weakness (hpi-003); the subjective report of feeling warm is not captured.
gpt-4.1,day1_consultation12.txt,OMISSION,OMITTED,hpi,"Gold: unaware of triggers and no unwell contacts. Generated hpi-010 covers no recent sick contacts, but there is no statement that the patient is unaware of triggers, so that part is omitted."
gpt-4.1,day1_consultation12.txt,OMISSION,OMITTED,sh,Gold: non-smoker and drinks alcohol socially. Generated sh-003: non-smoker; sh-004: drinks alcohol infrequently. The pattern of alcohol use (social vs infrequent) differs in wording and is not directly supported by gold; thus only smoking is covered and the alcohol portion is not aligned.
gpt-4.1,day1_consultation12.txt,OMISSION,OMITTED,plan,Gold: recommended regular paracetamol. Generated plan-003/med-003 specify paracetamol PRN for fever/weakness. PRN vs regular is a meaningful difference; regular dosing is not captured.
